kod_stacji,nazwa_stacji,lon,lat,stan,stan_data,przelyw,przeplyw_data
153140010,ŚWINOUJŚCIE,14.264444,53.908333,512,2025-04-11 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,508,2025-04-02 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,524,2025-04-06 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,494,2025-04-06 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,501,2025-04-22 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,508,2025-04-16 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,513,2025-04-17 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,506,2025-04-20 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,501,2025-04-26 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,502,2025-04-25 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,515,2025-04-24 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,502,2025-04-06 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,505,2025-04-23 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,502,2025-04-04 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,484,2025-04-28 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,482,2025-04-28 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,495,2025-04-09 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,512,2025-04-21 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,490,2025-04-09 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,518,2025-04-05 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,508,2025-04-10 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,507,2025-04-20 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,491,2025-04-30 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,513,2025-04-24 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,504,2025-04-12 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,491,2025-04-12 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,489,2025-04-12 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,510,2025-04-16 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,483,2025-04-29 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,509,2025-04-25 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,500,2025-04-08 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,506,2025-04-02 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,510,2025-04-01 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,506,2025-04-20 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,482,2025-04-27 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,513,2025-04-01 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,507,2025-04-18 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,494,2025-04-26 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,501,2025-04-23 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,497,2025-04-14 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,536,2025-04-09 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,504,2025-04-03 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,502,2025-04-13 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,512,2025-04-07 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,507,2025-04-23 05:50:00,,
